StudentID,study_hours,attendance_percentage,participation_rate,total_score,grade,at_risk,risk_label,attendance_band,study_band,meets_70_rule,dataset
1486,16.6,87.7,4.5,92.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1487,21.5,100.0,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1488,5.1,75.6,7.8,54.4,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1489,2.7,99.9,6.9,56.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1490,4.3,73.1,6.8,54.7,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1491,23.8,89.7,4.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1492,11.1,91.4,6.3,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1493,32.9,91.6,4.8,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1494,11.1,96.0,3.1,78.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1495,16.3,86.0,4.3,75.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1496,25.8,89.2,5.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1497,29.0,85.5,4.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1498,29.4,81.1,7.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1499,23.5,96.0,1.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1500,22.2,74.0,5.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1501,19.1,84.3,4.1,95.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1502,20.4,80.5,5.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1503,11.1,81.1,6.4,80.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1504,9.3,70.3,8.5,77.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1505,15.0,74.3,3.5,98.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1506,13.8,79.8,3.0,73.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1507,11.8,86.8,5.5,50.6,D,1,At risk,Above 85%,10-20h,Eligible,B (secondary)
1508,19.9,78.5,5.5,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1509,21.7,83.3,6.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1510,15.6,80.6,5.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1511,25.3,86.2,4.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1512,7.0,78.2,7.2,58.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1513,13.6,86.6,4.1,75.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1514,10.0,79.7,3.0,67.7,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1515,1.9,98.3,5.3,70.1,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1516,14.4,94.3,7.7,98.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1517,14.1,82.2,4.4,85.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1518,25.6,96.1,3.1,93.4,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1519,19.4,73.1,6.2,92.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1520,7.8,91.0,9.2,77.8,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1521,28.0,87.5,7.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1522,23.5,76.3,5.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1523,19.1,89.2,2.1,98.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1524,13.4,87.3,8.2,96.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1525,8.3,100.0,5.7,75.4,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1526,12.4,96.5,9.1,81.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1527,22.6,83.2,1.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1528,28.2,99.1,5.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1529,25.8,70.0,9.7,100.0,A,0,Not at risk,50-70%,20-30h,Eligible,B (secondary)
1530,11.6,86.2,3.1,76.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1531,7.2,74.6,7.4,62.9,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1532,16.0,100.0,3.9,94.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1533,2.6,100.0,4.5,49.2,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1534,17.3,81.9,6.0,89.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1535,14.0,82.8,8.0,91.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1536,11.7,81.3,4.4,89.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1537,3.8,88.5,6.6,55.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1538,18.6,72.4,9.5,98.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1539,11.3,94.1,6.6,79.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1540,6.8,80.0,7.0,55.9,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1541,0.0,96.5,6.2,34.7,F,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1542,14.8,73.9,1.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1543,27.4,73.9,5.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1544,26.6,96.1,6.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1545,11.8,98.8,10.0,91.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1546,10.8,80.2,5.3,89.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1547,18.3,82.7,4.6,97.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1548,8.0,83.5,6.6,68.9,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1549,17.1,93.2,10.0,90.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1550,20.4,84.9,4.2,96.1,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1551,23.6,76.9,9.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1552,14.3,87.3,6.4,79.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1553,13.6,98.4,2.6,87.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1554,8.9,93.2,9.2,64.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1555,9.2,92.9,7.8,74.7,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1556,13.4,83.3,6.4,95.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1557,17.6,66.4,3.4,93.4,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1558,21.4,98.4,7.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1559,9.4,83.4,3.0,77.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1560,25.4,92.3,2.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1561,13.1,58.2,5.9,92.5,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1562,14.9,90.7,2.2,72.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1563,9.8,96.7,2.8,65.0,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1564,0.0,81.6,7.2,46.6,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1565,21.2,79.2,9.2,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1566,20.2,91.1,7.2,99.2,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1567,13.0,80.9,4.6,70.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1568,15.5,70.1,4.8,89.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1569,18.6,93.0,5.3,93.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1570,4.1,96.1,4.0,63.4,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1571,11.3,96.4,5.2,93.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1572,20.6,93.5,8.0,95.4,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1573,6.2,86.6,4.2,78.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1574,17.1,83.2,3.8,88.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1575,5.5,91.4,1.6,63.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1576,18.3,98.6,8.0,88.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1577,14.8,74.3,5.7,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1578,3.7,77.0,6.5,48.8,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1579,23.2,80.2,6.2,90.8,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1580,9.9,88.3,4.2,76.3,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1581,9.3,84.5,6.7,77.2,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1582,16.4,94.6,8.1,94.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1583,23.0,88.6,5.2,77.5,B,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1584,7.9,69.6,6.5,78.6,B,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
1585,15.4,66.3,8.6,95.8,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1586,18.0,91.5,3.4,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1587,19.9,100.0,6.1,93.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1588,16.2,76.4,4.1,84.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1589,12.4,90.8,8.7,82.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1590,9.2,84.7,3.1,71.5,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1591,15.6,100.0,2.8,93.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1592,7.5,86.0,6.3,80.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1593,0.0,84.6,8.2,66.0,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1594,18.1,93.5,5.2,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1595,21.3,94.0,8.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1596,0.0,90.0,7.4,57.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1597,7.9,98.5,3.6,49.0,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1598,19.3,93.8,6.2,87.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1599,29.4,100.0,6.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1600,15.1,71.5,6.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1601,9.9,74.8,8.6,66.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1602,13.7,86.5,7.6,63.6,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1603,24.6,72.5,7.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1604,10.5,82.5,5.0,79.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1605,9.4,79.1,5.6,80.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1606,11.6,88.6,6.0,79.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1607,8.3,78.8,6.1,50.1,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1608,15.9,78.5,6.5,78.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1609,26.4,84.8,8.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1610,17.3,86.7,6.0,96.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1611,13.2,63.8,9.8,74.0,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1612,13.0,92.8,6.7,84.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1613,4.1,85.3,8.9,75.9,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1614,21.2,91.2,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1615,14.5,90.2,9.1,98.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1616,13.7,70.3,6.1,70.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1617,37.4,81.5,0.0,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
1618,17.1,84.6,3.6,92.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1619,9.7,83.4,7.2,87.9,A,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1620,12.0,75.3,2.6,64.3,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1621,23.0,74.3,5.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1622,15.8,86.2,8.4,98.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1623,4.9,100.0,10.0,80.3,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1624,21.4,75.7,7.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1625,10.3,88.6,3.7,82.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1626,28.1,100.0,3.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1627,22.6,86.2,6.7,87.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1628,11.9,100.0,5.0,78.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1629,24.0,100.0,3.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1630,15.5,100.0,7.7,84.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1631,21.0,91.9,5.4,93.6,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1632,18.4,100.0,6.4,95.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1633,9.1,91.1,6.0,87.0,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1634,10.5,98.7,5.2,63.9,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1635,22.2,81.1,8.1,93.1,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1636,12.7,96.3,5.9,89.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1637,12.2,89.5,6.2,96.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1638,8.3,78.8,6.1,62.8,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1639,18.0,76.3,5.7,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1640,29.4,89.0,9.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1641,7.5,97.4,7.9,74.1,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1642,15.2,87.7,5.7,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1643,24.9,100.0,7.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1644,14.4,81.6,6.5,81.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1645,18.2,79.3,4.4,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1646,7.6,74.7,7.1,78.2,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1647,18.0,92.4,3.6,73.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1648,13.7,93.3,5.3,78.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1649,21.9,89.4,10.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1650,23.3,95.7,5.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1651,33.1,83.8,7.0,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
1652,19.1,85.9,5.6,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1653,17.3,96.9,2.9,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1654,16.4,86.6,4.3,85.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1655,12.5,83.6,3.9,98.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1656,17.4,72.5,5.8,96.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1657,12.9,81.0,2.5,84.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1658,16.2,81.5,4.2,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1659,24.2,76.0,7.7,99.8,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1660,8.0,93.1,7.1,69.8,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1661,23.0,70.4,5.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1662,24.2,95.8,5.6,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1663,14.2,77.0,6.5,82.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1664,0.1,91.9,7.6,62.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1665,10.7,80.2,2.5,85.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1666,24.1,100.0,7.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1667,14.8,97.9,2.2,85.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1668,8.0,87.4,4.5,82.8,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1669,11.5,100.0,7.2,53.6,D,1,At risk,Above 85%,10-20h,Eligible,B (secondary)
1670,20.9,94.1,1.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1671,18.8,92.9,5.4,89.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1672,13.3,98.6,5.2,98.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1673,12.4,54.1,6.8,83.9,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1674,12.3,90.9,4.6,71.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1675,8.5,88.7,4.2,61.4,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1676,26.3,97.3,2.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1677,12.7,77.8,6.4,95.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1678,23.5,86.6,7.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1679,25.6,90.8,9.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1680,22.0,68.6,8.3,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1681,12.0,90.8,4.6,85.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1682,17.8,70.8,5.6,99.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1683,14.8,100.0,5.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1684,8.7,85.8,6.8,50.4,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1685,17.3,69.7,8.2,95.4,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1686,6.7,86.2,7.1,73.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1687,23.3,90.6,4.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1688,11.7,90.7,5.3,85.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1689,16.4,83.4,5.1,85.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1690,17.0,64.4,8.5,97.8,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1691,13.2,73.0,6.7,77.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1692,19.1,89.7,10.0,81.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1693,11.7,84.4,5.1,72.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1694,21.1,75.8,4.3,83.8,B,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1695,5.6,80.4,7.4,74.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1696,15.9,84.2,5.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1697,28.6,80.6,7.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1698,8.0,60.6,4.7,60.5,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
1699,10.3,71.1,8.9,78.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1700,18.6,79.3,2.9,98.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1701,16.3,85.5,4.6,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1702,17.5,78.7,5.8,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1703,18.4,87.0,4.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1704,19.4,93.9,5.2,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1705,22.8,100.0,8.5,96.8,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1706,17.9,78.2,4.7,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1707,13.3,100.0,4.4,75.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1708,19.7,77.3,4.0,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1709,28.3,90.9,6.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1710,14.1,90.5,6.9,76.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1711,8.2,85.4,8.7,63.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1712,22.7,75.3,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1713,14.2,78.3,6.7,79.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1714,0.0,96.4,6.8,53.8,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1715,20.9,95.2,3.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1716,11.3,81.3,5.6,85.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1717,14.4,75.6,5.6,87.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1718,17.3,85.7,8.3,91.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1719,16.3,94.2,4.6,89.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1720,20.0,67.3,7.6,99.4,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1721,12.0,91.6,4.6,87.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1722,18.6,83.2,7.7,97.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1723,13.2,100.0,6.4,87.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1724,20.2,75.4,5.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1725,19.3,79.0,5.8,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1726,8.5,87.3,5.3,86.8,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1727,22.6,84.8,7.3,98.3,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1728,11.2,87.5,8.2,91.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1729,20.7,94.1,6.2,99.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1730,17.6,90.8,7.2,92.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1731,27.9,76.9,4.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1732,13.4,79.5,8.6,87.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1733,12.6,92.8,4.8,82.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1734,14.9,83.5,7.1,92.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1735,12.9,91.3,5.6,90.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1736,20.6,70.8,4.9,96.1,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1737,3.7,79.8,4.7,57.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1738,7.6,100.0,4.4,65.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1739,7.5,76.5,4.8,74.1,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1740,21.7,75.5,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1741,27.0,82.3,4.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1742,14.3,87.6,2.7,94.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1743,13.8,88.2,9.7,68.8,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1744,15.5,92.9,6.7,83.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1745,23.1,72.5,8.3,96.1,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1746,8.5,73.4,3.6,63.0,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1747,16.7,75.5,6.6,91.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1748,21.8,91.5,6.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1749,18.5,77.0,7.3,87.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1750,16.3,95.0,6.5,91.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1751,22.0,67.2,9.4,99.2,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1752,0.0,89.0,6.1,60.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1753,19.7,84.5,6.8,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1754,10.4,98.1,6.5,87.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
